Order	Super kindom	Strain name	Release date	SEQ count	CAS count	CRISPR count	Assembly description	Number of spacers	Number of self-targeting spacers
3125	Bacteria	Legionella pneumophila subsp. pneumophila (g-proteobacteria) FFI104	2016-10	1	1	2	|GCA_001766315.1|GCF_001766315.1|Legionella pneumophila subsp. pneumophila (g-proteobacteria) FFI104|CP016872.1|ANONYMOUS Chromosome	55	0
3126	Bacteria	Legionella pneumophila subsp. pneumophila (g-proteobacteria) FFI105	2016-10	1	1	2	|GCA_001766335.1|GCF_001766335.1|Legionella pneumophila subsp. pneumophila (g-proteobacteria) FFI105|CP016873.1|ANONYMOUS Chromosome	55	0
3127	Bacteria	Legionella pneumophila subsp. pneumophila (g-proteobacteria) FFI329	2016-10	2	1	3	|GCA_001766355.1|GCF_001766355.1|Legionella pneumophila subsp. pneumophila (g-proteobacteria) FFI329|CP016874.1|ANONYMOUS Chromosome|CP016875.1|unnamed Plasmid	65	0
3128	Bacteria	Legionella pneumophila subsp. pneumophila (g-proteobacteria) FFI337	2016-10	1	1	2	|GCA_001766375.1|GCF_001766375.1|Legionella pneumophila subsp. pneumophila (g-proteobacteria) FFI337|CP016876.1|ANONYMOUS Chromosome	55	0
3129	Bacteria	Legionella pneumophila subsp. pneumophila (g-proteobacteria) Flint 2 (D-7477)	2018-03	2	1	2	|GCA_003004275.1|GCF_003004275.1|Legionella pneumophila subsp. pneumophila (g-proteobacteria) Flint 2 (D-7477)|CP021281.1|ANONYMOUS Chromosome|CP021282.1|unnamed Plasmid	41	0
3130	Bacteria	Legionella pneumophila subsp. pneumophila (g-proteobacteria) Toronto-2005	2016-03	1	1	1	|GCA_001592705.1|GCF_001592705.1|Legionella pneumophila subsp. pneumophila (g-proteobacteria) Toronto-2005|CP012019.1|ANONYMOUS Chromosome	42	0
3131	Bacteria	Legionella spiritensis (g-proteobacteria) NCTC12082	2018-12	1	1	1	|GCA_900637495.1||Legionella spiritensis (g-proteobacteria) NCTC12082|LR134374.1|ERS1497512SCcontig000001 Chromosome	70	0
3132	Bacteria	Leminorella richardii (enterobacteria) NCTC12151	2018-06	1	1	3	|GCA_900478135.1||Leminorella richardii (enterobacteria) NCTC12151|LS483470.1|ERS462984SCcontig000001 Chromosome	44	0
3133	Bacteria	Leptolyngbya boryana dg5 (cyanobacteria)	2015-02	4	1	13	|GCA_002142495.1|GCF_002142495.1|Leptolyngbya boryana dg5 (cyanobacteria)|AP014645.1|pLBY Plasmid|AP014644.1|pLBX Plasmid|AP014643.1|pLBA Plasmid|AP014642.1|ANONYMOUS Chromosome	71	1
3134	Bacteria	Leptolyngbya boryana IAM M-101 (cyanobacteria)	2015-02	4	1	13	|GCA_002142475.1|GCF_002142475.1|Leptolyngbya boryana IAM M-101 (cyanobacteria)|AP014641.1|pLBY Plasmid|AP014640.1|pLBX Plasmid|AP014639.1|pLBA Plasmid|AP014638.1|ANONYMOUS Chromosome	71	1
3135	Bacteria	Leptolyngbya boryana NIES-2135 (cyanobacteria)	2017-06	4	1	17	|GCA_002368255.1|GCF_002368255.1|Leptolyngbya boryana NIES-2135 (cyanobacteria)|AP018206.1|plasmid3 Plasmid|AP018205.1|plasmid2 Plasmid|AP018204.1|plasmid1 Plasmid|AP018203.1|ANONYMOUS Chromosome	72	2
3136	Bacteria	Leptolyngbya sp. NIES-3755 (cyanobacteria)	2015-12	4	1	13	|GCA_001548435.1|GCF_001548435.1|Leptolyngbya sp. NIES-3755 (cyanobacteria)|AP017309.1|plasmid1 Plasmid|AP017308.1|Unknown Chromosome|AP017310.1|plasmid2 Plasmid|AP017311.1|plasmid3 Plasmid	27	0
3137	Bacteria	Leptolyngbya sp. O-77 (cyanobacteria)	2016-01	1	3	28	|GCA_001548395.1|GCF_001548395.1|Leptolyngbya sp. O-77 (cyanobacteria)|AP017367.1|Unknown Chromosome	597	1
3138	Bacteria	Leptospira borgpetersenii serovar Ballum (bacteria) 56604	2015-11	4	1	4	|GCA_001444465.1|GCF_001444465.1|Leptospira borgpetersenii serovar Ballum (bacteria) 56604|CP012032.1|lbp2 Plasmid|CP012031.1|lbp1 Plasmid|CP012030.1|2 Chromosome|CP012029.1|1 Chromosome	3	0
3139	Bacteria	Leptospira borgpetersenii serovar Ceylonica (bacteria) Piyasena	2018-09	2	1	6	|GCA_003516145.1||Leptospira borgpetersenii serovar Ceylonica (bacteria) Piyasena|CP026672.1|2 Chromosome|CP026671.1|1 Chromosome	13	0
3140	Bacteria	Leptospira borgpetersenii str. 4E (bacteria)	2017-01	2	1	4	|GCA_001652525.2|GCF_001652525.2|Leptospira borgpetersenii str. 4E (bacteria)|CP015815.2|2 Chromosome|CP015814.2|1 Chromosome	3	0
3141	Bacteria	Leptospira interrogans (bacteria) FMAS_AW1	2019-05	4	2	19	|GCA_005222625.1||Leptospira interrogans (bacteria) FMAS_AW1|CP039285.1|pLiSL1 Plasmid|CP039284.1|II Chromosome|CP039283.1|I Chromosome|CP039286.1|pLiSL2 Plasmid	36	1
3142	Bacteria	Leptospira interrogans (bacteria) FMAS_KW1	2019-05	3	2	21	|GCA_005222565.1||Leptospira interrogans (bacteria) FMAS_KW1|CP039259.1|II Chromosome|CP039260.1|pLiLS1 Plasmid|CP039258.1|I Chromosome	44	0
3143	Bacteria	Leptospira interrogans (bacteria) FMAS_KW2	2019-05	2	2	18	|GCA_005222585.1||Leptospira interrogans (bacteria) FMAS_KW2|CP039257.1|II Chromosome|CP039256.1|I Chromosome	62	0
3144	Bacteria	Leptospira interrogans (bacteria) RCA	2017-07	2	2	14	|GCA_001292615.2||Leptospira interrogans (bacteria) RCA|CP022539.1|II Chromosome|CP022538.1|I Chromosome	3	0
3145	Bacteria	Leptospira interrogans serovar Bratislava (bacteria) PigK151	2015-05	2	2	11	|GCA_001010765.1|GCF_001010765.1|Leptospira interrogans serovar Bratislava (bacteria) PigK151|CP011411.1|II Chromosome|CP011410.1|I Chromosome	11	0
3146	Bacteria	Leptospira interrogans serovar Canicola (bacteria) DU114	2017-08	2	2	12	|GCA_002269215.1||Leptospira interrogans serovar Canicola (bacteria) DU114|CP022884.1|II Chromosome|CP022883.1|I Chromosome	13	3
3147	Bacteria	Leptospira interrogans serovar Copenhageni (bacteria) FDAARGOS_203	2018-03	2	2	11	|GCA_002073495.2|GCF_002073495.2|Leptospira interrogans serovar Copenhageni (bacteria) FDAARGOS_203|CP020413.2|unnamed1 Plasmid|CP020414.2|ANONYMOUS Chromosome	3	0
3148	Bacteria	Leptospira interrogans serovar Copenhageni/Icterohaemorrhagiae (bacteria) Piscina	2016-12	2	2	12	|GCA_001683775.2|GCF_001683775.1|Leptospira interrogans serovar Copenhageni/Icterohaemorrhagiae (bacteria) Piscina|CP018147.1|2 Chromosome|CP018146.1|1 Chromosome	3	0
3149	Bacteria	Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130 (bacteria)	2004-03	2	2	11	|GCA_000007685.1|GCF_000007685.1|Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130 (bacteria)|AE016824.1|II Chromosome|AE016823.1|I Chromosome	3	0
3150	Bacteria	Leptospira interrogans serovar Hardjo-prajitno (bacteria) Hardjoprajitno	2015-11	2	2	9	|GCA_001443305.1|GCF_001443305.1|Leptospira interrogans serovar Hardjo-prajitno (bacteria) Hardjoprajitno|CP013148.1|2 Chromosome|CP013147.1|1 Chromosome	21	0
3151	Bacteria	Leptospira interrogans serovar Hardjo str. Norma (bacteria)	2015-09	2	2	17	|GCA_001293065.1|GCF_001293065.1|Leptospira interrogans serovar Hardjo str. Norma (bacteria)|CP012604.1|II Chromosome|CP012603.1|I Chromosome	31	0
3152	Bacteria	Leptospira interrogans serovar Linhai str. 56609 (bacteria)	2015-03	5	2	19	|GCA_000941035.1|GCF_000941035.1|Leptospira interrogans serovar Linhai str. 56609 (bacteria)|CP006725.1|lcp1 Plasmid|CP006727.1|lcp3 Plasmid|CP006726.1|lcp2 Plasmid|CP006724.1|2 Chromosome|CP006723.1|1 Chromosome	32	1
3153	Bacteria	Leptospira kmetyi (bacteria) LS 001/16	2018-11	2	1	5	|GCA_003722295.1||Leptospira kmetyi (bacteria) LS 001/16|CP033615.1|2 Chromosome|CP033614.1|1 Chromosome	25	0
3154	Bacteria	Leptospira mayottensis 200901116 (bacteria)	2018-12	3	1	6	|GCA_000306675.3||Leptospira mayottensis 200901116 (bacteria)|CP024873.1|p1_L200901116 Plasmid|CP024872.1|II Chromosome|CP024871.1|I Chromosome	44	8
3155	Bacteria	Leptospira mayottensis (bacteria) MDI222	2018-08	3	1	5	|GCA_003429485.1||Leptospira mayottensis (bacteria) MDI222|CP030146.1|p_Lmay_MDI222_tenre Plasmid|CP030145.1|II Chromosome|CP030144.1|I Chromosome	35	2
3156	Bacteria	Leptospira mayottensis (bacteria) MDI272	2018-08	3	1	7	|GCA_003429525.1||Leptospira mayottensis (bacteria) MDI272|CP030149.1|p_Lmay_MDI272_tenre Plasmid|CP030148.1|II Chromosome|CP030147.1|I Chromosome	49	8
3157	Bacteria	Leptospira mayottensis (bacteria) VS2413	2018-08	2	1	4	|GCA_003429505.1||Leptospira mayottensis (bacteria) VS2413|CP030143.1|II Chromosome|CP030142.1|I Chromosome	34	1
3158	Bacteria	Leptospira santarosai (bacteria) DU92	2017-08	2	2	10	|GCA_002287705.1||Leptospira santarosai (bacteria) DU92|CP022887.1|I Chromosome|CP022888.1|II Chromosome	26	0
3159	Bacteria	Leptospira santarosai (bacteria) U160	2018-03	2	1	14	|GCA_000988105.2|GCF_000988105.2|Leptospira santarosai (bacteria) U160|CP027843.1|I Chromosome|CP027844.1|II Chromosome	36	7
3160	Bacteria	Leptospira santarosai (bacteria) U164	2018-04	2	2	14	|GCA_001008335.2|GCF_001008335.2|Leptospira santarosai (bacteria) U164|CP028371.1|II Chromosome|CP028370.1|I Chromosome	33	0
3161	Bacteria	Leptospira santarosai (bacteria) U233	2018-04	2	2	15	|GCA_001008325.2|GCF_001008325.2|Leptospira santarosai (bacteria) U233|CP028377.1|I Chromosome|CP028378.1|II Chromosome	9	0
3162	Bacteria	Leptospira santarosai serovar Shermani str. LT 821 (bacteria)	2014-10	2	2	13	|GCA_000313175.2|GCF_000313175.2|Leptospira santarosai serovar Shermani str. LT 821 (bacteria)|CP006695.1|II Chromosome|CP006694.1|I Chromosome	16	0
3163	Bacteria	Leptospirillum sp. Group II CF-1 (bacteria)	2015-07	1	1	8	|GCA_001186405.1|GCF_001186405.1|Leptospirillum sp. Group II CF-1 (bacteria)|CP012147.1|ANONYMOUS Chromosome	117	0
3164	Bacteria	Leptothrix cholodnii SP-6 (b-proteobacteria)	2008-03	1	1	1	|GCA_000019785.1|GCF_000019785.1|Leptothrix cholodnii SP-6 (b-proteobacteria)|CP001013.1|ANONYMOUS Chromosome	68	0
3165	Bacteria	Leptotrichia buccalis C-1013-b (fusobacteria) DSM 1135	2009-09	1	4	7	|GCA_000023905.1|GCF_000023905.1|Leptotrichia buccalis C-1013-b (fusobacteria) DSM 1135|CP001685.1|ANONYMOUS Chromosome	103	1
3166	Bacteria	Leptotrichia sp. oral taxon 212 (fusobacteria) W10393	2015-08	1	1	3	|GCA_001274535.1|GCF_001274535.1|Leptotrichia sp. oral taxon 212 (fusobacteria) W10393|CP012410.1|ANONYMOUS Chromosome	198	0
3167	Bacteria	Leptotrichia sp. oral taxon 498 (fusobacteria) F0590	2017-08	1	1	4	|GCA_002240055.1|GCF_002240055.1|Leptotrichia sp. oral taxon 498 (fusobacteria) F0590|CP016753.1|ANONYMOUS Chromosome	34	0
3168	Bacteria	Leuconostoc gelidum JB7 (firmicutes)	2012-09	1	1	1	|GCA_000298875.1|GCF_000298875.1|Leuconostoc gelidum JB7 (firmicutes)|CP003839.1|ANONYMOUS Chromosome	39	0
3169	Bacteria	Limnobaculum parvum (enterobacteria) HYN0051	2018-06	1	1	2	|GCA_003096015.2||Limnobaculum parvum (enterobacteria) HYN0051|CP029185.2|ANONYMOUS Chromosome	24	1
3170	Bacteria	Limnochorda pilosa (firmicutes) HC45	2015-08	1	2	3	|GCA_001544015.1|GCF_001544015.1|Limnochorda pilosa (firmicutes) HC45|AP014924.1|Unknown Chromosome	113	0
3171	Bacteria	Listeria innocua Clip11262 (firmicutes)	2003-05	2	1	4	|GCA_000195795.1|GCF_000195795.1|Listeria innocua Clip11262 (firmicutes)|AL592102.1|pLI100 Plasmid|AL592022.1|ANONYMOUS Chromosome	10	1
3172	Bacteria	Listeria ivanovii subsp. ivanovii (firmicutes) NCTC11007	2017-08	1	0	4	|GCA_900187195.1|GCF_900187195.1|Listeria ivanovii subsp. ivanovii (firmicutes) NCTC11007|LT906466.1|1 Chromosome	13	0
3173	Bacteria	Listeria ivanovii subsp. ivanovii (firmicutes) NCTC11846	2017-08	1	0	4	|GCA_900187025.1|GCF_900187025.1|Listeria ivanovii subsp. ivanovii (firmicutes) NCTC11846|LT906478.1|1 Chromosome	13	0
3174	Bacteria	Listeria ivanovii subsp. ivanovii (firmicutes) WSLC 3010	2014-10	1	0	4	|GCA_000763515.1|GCF_000763515.1|Listeria ivanovii subsp. ivanovii (firmicutes) WSLC 3010|CP009577.1|ANONYMOUS Chromosome	13	0
3175	Bacteria	Listeria ivanovii subsp. ivanovii PAM 55 (firmicutes)	2011-09	1	1	4	|GCA_000252975.1|GCF_000252975.1|Listeria ivanovii subsp. ivanovii PAM 55 (firmicutes)|FR687253.1|ANONYMOUS Chromosome	11	0
3176	Bacteria	Listeria ivanovii subsp. londoniensis (firmicutes) NCTC12701	2018-12	1	2	3	|GCA_900637745.1||Listeria ivanovii subsp. londoniensis (firmicutes) NCTC12701|LR134394.1|ERS1473301SCcontig000001 Chromosome	84	0
3177	Bacteria	Listeria ivanovii subsp. londoniensis (firmicutes) WSLC 30151	2014-10	1	1	2	|GCA_000763495.1|GCF_000763495.1|Listeria ivanovii subsp. londoniensis (firmicutes) WSLC 30151|CP009576.1|ANONYMOUS Chromosome	55	0
3178	Bacteria	Listeria ivanovii subsp. londoniensis (firmicutes) WSLC 30167	2014-10	1	2	4	|GCA_000763475.1|GCF_000763475.1|Listeria ivanovii subsp. londoniensis (firmicutes) WSLC 30167|CP009575.1|ANONYMOUS Chromosome	108	0
3179	Bacteria	Listeria ivanovii WSLC3009 (firmicutes)	2014-02	1	0	4	|GCA_000565155.1|GCF_000565155.1|Listeria ivanovii WSLC3009 (firmicutes)|CP007172.1|ANONYMOUS Chromosome	13	0
3180	Bacteria	Listeria monocytogenes 08-5578 (firmicutes)	2014-06	2	0	3	|GCA_000093125.2|GCF_000093125.2|Listeria monocytogenes 08-5578 (firmicutes)|CP001603.1|pLM5578 Plasmid|CP001602.2|ANONYMOUS Chromosome	7	0
3181	Bacteria	Listeria monocytogenes 08-5923 (firmicutes)	2010-01	1	0	3	|GCA_000022925.1|GCF_000022925.1|Listeria monocytogenes 08-5923 (firmicutes)|CP001604.1|ANONYMOUS Chromosome	7	0
3182	Bacteria	Listeria monocytogenes 10403S (firmicutes)	2011-09	1	1	4	|GCA_000168695.2|GCF_000168695.2|Listeria monocytogenes 10403S (firmicutes)|CP002002.1|ANONYMOUS Chromosome	38	0
3183	Bacteria	Listeria monocytogenes 6179 (firmicutes)	2014-02	2	2	3	|GCA_000577745.1|GCF_000577745.1|Listeria monocytogenes 6179 (firmicutes)|HG813250.1|II Plasmid|HG813249.1|I Chromosome	45	4
3184	Bacteria	Listeria monocytogenes EGD-e (firmicutes)	2003-05	1	0	4	|GCA_000196035.1|GCF_000196035.1|Listeria monocytogenes EGD-e (firmicutes)|AL591824.1|ANONYMOUS Chromosome	4	0
3185	Bacteria	Listeria monocytogenes EGD (firmicutes)	2013-09	1	1	4	|GCA_000582845.1|GCF_000582845.1|Listeria monocytogenes EGD (firmicutes)|HG421741.1|I Chromosome	33	0
3186	Bacteria	Listeria monocytogenes Finland 1998 (firmicutes) Finland 1988	2011-09	1	1	4	|GCA_000168595.2|GCF_000168595.2|Listeria monocytogenes Finland 1998 (firmicutes) Finland 1988|CP002004.1|ANONYMOUS Chromosome	67	1
3187	Bacteria	Listeria monocytogenes (firmicutes) 10-092876-0055 LM4	2017-02	1	2	4	|GCA_001999005.1|GCF_001999005.1|Listeria monocytogenes (firmicutes) 10-092876-0055 LM4|CP019617.1|ANONYMOUS Chromosome	54	1
3188	Bacteria	Listeria monocytogenes (firmicutes) 10-092876-0168	2017-02	1	1	2	|GCA_001998945.1|GCF_001998945.1|Listeria monocytogenes (firmicutes) 10-092876-0168|CP019615.1|ANONYMOUS Chromosome	39	1
3189	Bacteria	Listeria monocytogenes (firmicutes) 10-092876-0731 LM5	2017-02	1	0	3	|GCA_001999025.1|GCF_001999025.1|Listeria monocytogenes (firmicutes) 10-092876-0731 LM5|CP019618.1|ANONYMOUS Chromosome	7	0
3190	Bacteria	Listeria monocytogenes (firmicutes) 10-092876-1235 LM8	2017-02	1	1	3	|GCA_001999085.1|GCF_001999085.1|Listeria monocytogenes (firmicutes) 10-092876-1235 LM8|CP019621.1|ANONYMOUS Chromosome	14	0
3191	Bacteria	Listeria monocytogenes (firmicutes) 10-092876-1559 LM1	2017-02	1	0	2	|GCA_001998915.1|GCF_001998915.1|Listeria monocytogenes (firmicutes) 10-092876-1559 LM1|CP019614.1|ANONYMOUS Chromosome	9	0
3192	Bacteria	Listeria monocytogenes (firmicutes) 10-092876-1763 LM10	2017-02	1	1	3	|GCA_001999125.1|GCF_001999125.1|Listeria monocytogenes (firmicutes) 10-092876-1763 LM10|CP019623.1|ANONYMOUS Chromosome	41	1
3193	Bacteria	Listeria monocytogenes (firmicutes) 2015TE17781-3	2018-04	1	1	4	|GCA_003045445.1|GCF_003045445.1|Listeria monocytogenes (firmicutes) 2015TE17781-3|CP028413.1|ANONYMOUS Chromosome	38	0
3194	Bacteria	Listeria monocytogenes (firmicutes) 2015TE17781-5	2018-04	1	1	4	|GCA_003045425.1|GCF_003045425.1|Listeria monocytogenes (firmicutes) 2015TE17781-5|CP028412.1|ANONYMOUS Chromosome	38	0
3195	Bacteria	Listeria monocytogenes (firmicutes) 2015TE17781-6	2018-04	1	1	4	|GCA_003045405.1|GCF_003045405.1|Listeria monocytogenes (firmicutes) 2015TE17781-6|CP028411.1|ANONYMOUS Chromosome	38	0
3196	Bacteria	Listeria monocytogenes (firmicutes) 2015TE17781-7	2018-04	1	1	3	|GCA_003045625.1|GCF_003045625.1|Listeria monocytogenes (firmicutes) 2015TE17781-7|CP028410.1|ANONYMOUS Chromosome	38	0
3197	Bacteria	Listeria monocytogenes (firmicutes) 2015TE17781-8	2018-04	1	1	4	|GCA_003045605.1|GCF_003045605.1|Listeria monocytogenes (firmicutes) 2015TE17781-8|CP028409.1|ANONYMOUS Chromosome	38	0
3198	Bacteria	Listeria monocytogenes (firmicutes) 2015TE17781-9	2018-04	1	1	4	|GCA_003045385.1|GCF_003045385.1|Listeria monocytogenes (firmicutes) 2015TE17781-9|CP028408.1|ANONYMOUS Chromosome	38	0
3199	Bacteria	Listeria monocytogenes (firmicutes) 2015TE19005-1355	2016-02	1	1	4	|GCA_001551855.1|GCF_001551855.1|Listeria monocytogenes (firmicutes) 2015TE19005-1355|CP014261.1|ANONYMOUS Chromosome	38	0
3200	Bacteria	Listeria monocytogenes (firmicutes) 2015TE22590	2018-04	1	1	4	|GCA_003045365.1|GCF_003045365.1|Listeria monocytogenes (firmicutes) 2015TE22590|CP028407.1|ANONYMOUS Chromosome	38	0
3201	Bacteria	Listeria monocytogenes (firmicutes) 2015TE24968	2016-06	2	2	4	|GCA_001596775.2|GCF_001596775.2|Listeria monocytogenes (firmicutes) 2015TE24968|CP014790.1|ANONYMOUS Chromosome|CP015985.1|pl2015TE24968 Plasmid	38	0
3202	Bacteria	Listeria monocytogenes (firmicutes) 2015TE24968 04a5fd5	2018-04	1	1	3	|GCA_003045345.1|GCF_003045345.1|Listeria monocytogenes (firmicutes) 2015TE24968 04a5fd5|CP028406.1|ANONYMOUS Chromosome	38	0
3203	Bacteria	Listeria monocytogenes (firmicutes) 2015TE24980	2018-04	1	1	3	|GCA_003045325.1|GCF_003045325.1|Listeria monocytogenes (firmicutes) 2015TE24980|CP028405.1|ANONYMOUS Chromosome	38	0
3204	Bacteria	Listeria monocytogenes (firmicutes) 2015TE34286	2018-04	1	1	4	|GCA_003045585.1|GCF_003045585.1|Listeria monocytogenes (firmicutes) 2015TE34286|CP028404.1|ANONYMOUS Chromosome	38	0
3205	Bacteria	Listeria monocytogenes (firmicutes) 2016TE1560	2018-04	1	1	4	|GCA_003045305.1|GCF_003045305.1|Listeria monocytogenes (firmicutes) 2016TE1560|CP028403.1|ANONYMOUS Chromosome	38	0
3206	Bacteria	Listeria monocytogenes (firmicutes) 2016TE2013	2018-04	1	1	3	|GCA_003045185.1|GCF_003045185.1|Listeria monocytogenes (firmicutes) 2016TE2013|CP028392.1|ANONYMOUS Chromosome	38	0
3207	Bacteria	Listeria monocytogenes (firmicutes) 2016TE2143	2018-04	1	1	3	|GCA_003045285.1|GCF_003045285.1|Listeria monocytogenes (firmicutes) 2016TE2143|CP028402.1|ANONYMOUS Chromosome	38	0
3208	Bacteria	Listeria monocytogenes (firmicutes) 2016TE337	2018-04	1	1	4	|GCA_003045565.1|GCF_003045565.1|Listeria monocytogenes (firmicutes) 2016TE337|CP028401.1|ANONYMOUS Chromosome	38	0
3209	Bacteria	Listeria monocytogenes (firmicutes) 2016TE340	2018-04	1	1	4	|GCA_003045525.1|GCF_003045525.1|Listeria monocytogenes (firmicutes) 2016TE340|CP028400.1|ANONYMOUS Chromosome	38	0
3210	Bacteria	Listeria monocytogenes (firmicutes) 2016TE3765-1-1	2018-04	1	1	4	|GCA_003045505.1|GCF_003045505.1|Listeria monocytogenes (firmicutes) 2016TE3765-1-1|CP028399.1|ANONYMOUS Chromosome	38	0
3211	Bacteria	Listeria monocytogenes (firmicutes) 2016TE3767-1-1	2018-04	1	1	4	|GCA_003045545.1|GCF_003045545.1|Listeria monocytogenes (firmicutes) 2016TE3767-1-1|CP028398.1|ANONYMOUS Chromosome	38	0
3212	Bacteria	Listeria monocytogenes (firmicutes) 2016TE3770-1-1	2018-04	1	1	4	|GCA_003045255.1|GCF_003045255.1|Listeria monocytogenes (firmicutes) 2016TE3770-1-1|CP028397.1|ANONYMOUS Chromosome	38	0
3213	Bacteria	Listeria monocytogenes (firmicutes) 2016TE3773-1-1	2018-04	1	1	4	|GCA_003045225.1|GCF_003045225.1|Listeria monocytogenes (firmicutes) 2016TE3773-1-1|CP028396.1|ANONYMOUS Chromosome	38	0
3214	Bacteria	Listeria monocytogenes (firmicutes) 2016TE4526-1-1	2018-04	1	1	4	|GCA_003045205.1|GCF_003045205.1|Listeria monocytogenes (firmicutes) 2016TE4526-1-1|CP028395.1|ANONYMOUS Chromosome	38	0
3215	Bacteria	Listeria monocytogenes (firmicutes) 2016TE4965-1-1	2018-04	1	1	4	|GCA_003045485.1|GCF_003045485.1|Listeria monocytogenes (firmicutes) 2016TE4965-1-1|CP028394.1|ANONYMOUS Chromosome	38	0
3216	Bacteria	Listeria monocytogenes (firmicutes) 2016TE840-1-1	2018-04	1	1	4	|GCA_003045465.1|GCF_003045465.1|Listeria monocytogenes (firmicutes) 2016TE840-1-1|CP028393.1|ANONYMOUS Chromosome	38	0
3217	Bacteria	Listeria monocytogenes (firmicutes) 2018TE5305-1-4	2018-05	1	1	4	|GCA_003144075.1||Listeria monocytogenes (firmicutes) 2018TE5305-1-4|CP029372.1|ANONYMOUS Chromosome	39	0
3218	Bacteria	Listeria monocytogenes (firmicutes) 4e6c1f9	2018-02	1	1	2	|GCA_900231475.1|GCF_900231475.1|Listeria monocytogenes (firmicutes) 4e6c1f9|LT985476.1|1 Chromosome	27	2
3219	Bacteria	Listeria monocytogenes (firmicutes) AL4E	2017-10	1	0	3	|GCA_002557815.1|GCF_002557815.1|Listeria monocytogenes (firmicutes) AL4E|CP023754.1|ANONYMOUS Chromosome	4	0
3220	Bacteria	Listeria monocytogenes (firmicutes) AT3E	2017-10	2	0	3	|GCA_002557735.1|GCF_002557735.1|Listeria monocytogenes (firmicutes) AT3E|CP023753.1|pLM58 Plasmid|CP023752.1|ANONYMOUS Chromosome	4	0
3221	Bacteria	Listeria monocytogenes (firmicutes) ATCC 51775	2018-04	1	1	3	|GCA_003031955.1|GCF_003031955.1|Listeria monocytogenes (firmicutes) ATCC 51775|CP025222.1|ANONYMOUS Chromosome	15	0
3222	Bacteria	Listeria monocytogenes (firmicutes) ATCC 51779	2018-04	2	1	3	|GCA_003032075.1|GCF_003032075.1|Listeria monocytogenes (firmicutes) ATCC 51779|CP025566.1|pPIR00541 Plasmid|CP025567.1|ANONYMOUS Chromosome	4	0
3223	Bacteria	Listeria monocytogenes (firmicutes) C1-387	2013-07	1	1	4	|GCA_000438605.1|GCF_000438605.1|Listeria monocytogenes (firmicutes) C1-387|CP006591.1|ANONYMOUS Chromosome	68	3
3224	Bacteria	Listeria monocytogenes (firmicutes) CFSAN004330	2017-04	2	2	3	|GCA_002105715.1|GCF_002105715.1|Listeria monocytogenes (firmicutes) CFSAN004330|CP020833.1|ANONYMOUS Chromosome|CP020834.1|pCFSAN004330 Plasmid	69	6
3225	Bacteria	Listeria monocytogenes (firmicutes) CFSAN007956	2015-05	1	0	2	|GCA_001005985.1|GCF_001005985.1|Listeria monocytogenes (firmicutes) CFSAN007956|CP011397.1|ANONYMOUS Chromosome	9	0
3226	Bacteria	Listeria monocytogenes (firmicutes) CFSAN022990	2017-04	2	1	3	|GCA_002105635.1|GCF_002105635.1|Listeria monocytogenes (firmicutes) CFSAN022990|CP020829.1|pCFSAN022990 Plasmid|CP020828.1|ANONYMOUS Chromosome	41	1
3227	Bacteria	Listeria monocytogenes (firmicutes) CFSAN028538	2017-04	1	1	4	|GCA_002105615.1|GCF_002105615.1|Listeria monocytogenes (firmicutes) CFSAN028538|CP020827.1|ANONYMOUS Chromosome	68	4
3228	Bacteria	Listeria monocytogenes (firmicutes) CFSAN042079	2017-01	1	0	4	|GCA_001952795.1|GCF_001952795.1|Listeria monocytogenes (firmicutes) CFSAN042079|CP019170.1|ANONYMOUS Chromosome	7	0
3229	Bacteria	Listeria monocytogenes (firmicutes) CFSAN054109	2018-04	2	2	3	|GCA_003030165.1|GCF_003030165.1|Listeria monocytogenes (firmicutes) CFSAN054109|CP028184.1|pGMI16-004 Plasmid|CP028183.1|ANONYMOUS Chromosome	61	5
3230	Bacteria	Listeria monocytogenes (firmicutes) FDAARGOS_555	2018-11	1	1	3	|GCA_003812545.1||Listeria monocytogenes (firmicutes) FDAARGOS_555|CP033737.1|ANONYMOUS Chromosome	35	0
3231	Bacteria	Listeria monocytogenes (firmicutes) FORC_057	2019-01	1	1	4	|GCA_003999665.1||Listeria monocytogenes (firmicutes) FORC_057|CP021174.1|ANONYMOUS Chromosome	68	1
3232	Bacteria	Listeria monocytogenes (firmicutes) FW040025	2016-05	1	0	3	|GCA_001644625.1|GCF_001644625.1|Listeria monocytogenes (firmicutes) FW040025|CP011345.1|ANONYMOUS Chromosome	1	0
3233	Bacteria	Listeria monocytogenes (firmicutes) H34	2017-04	1	1	1	|GCA_002101275.1|GCF_002101275.1|Listeria monocytogenes (firmicutes) H34|CP020774.1|ANONYMOUS Chromosome	33	0
3234	Bacteria	Listeria monocytogenes (firmicutes) HPB2088	2017-01	1	0	4	|GCA_001952735.1|GCF_001952735.1|Listeria monocytogenes (firmicutes) HPB2088|CP019164.1|ANONYMOUS Chromosome	7	0
3235	Bacteria	Listeria monocytogenes (firmicutes) HPB5415	2017-01	2	0	4	|GCA_001952755.1|GCF_001952755.1|Listeria monocytogenes (firmicutes) HPB5415|CP019165.1|ANONYMOUS Chromosome|CP019166.1|pLM5578 Plasmid	7	0
